edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia
57,2971,35,11,finanzas,temporal,42,4,3,3,41,la cultura de la empresa es positiva,1
20,893,0,0,logistica,fijo,40,3,5,0,6,la empresa tiene potencial de mejora ademas considero que el salario es bajo,0
40,2199,21,5,produccion,fijo,53,4,4,4,24,hay un buen ambiente de colaboracion y me siento muy estresado por la carga laboral,1
24,970,2,1,ventas,fijo,49,1,2,0,36,no hay oportunidades de crecimiento ademas considero que el salario es bajo,1
40,2481,14,4,produccion,temporal,55,4,3,2,47,estoy satisfecho con mi equipo y me siento muy estresado por la carga laboral,0
24,1024,0,0,finanzas,temporal,54,2,3,0,6,siento que algunos procesos son confusos y me siento muy estresado por la carga laboral,0
51,1822,29,17,ti,fijo,49,3,2,0,48,el equilibrio entre trabajo y vida es justo,1
59,3368,41,15,produccion,temporal,49,3,1,2,20,cumplo mis funciones sin mayor inconveniente,1
36,2759,11,6,finanzas,temporal,41,4,5,3,42,estoy motivado y satisfecho con mis proyectos,1
26,2002,3,1,produccion,fijo,43,4,5,1,39,me siento parte de un buen equipo,0
35,2295,16,0,logistica,fijo,38,3,2,0,33,siento que algunos procesos son confusos,0
58,2719,37,27,finanzas,fijo,42,4,3,1,39,estoy satisfecho con mi equipo,0
59,2919,37,2,ti,fijo,33,4,1,2,47,me gusta el ambiente laboral,0
42,3094,19,17,produccion,fijo,38,4,4,3,36,mi desarrollo profesional es constante,0
31,2126,4,2,ventas,fijo,30,4,3,2,7,trabajo en proyectos que me interesan,0
42,2589,24,19,produccion,temporal,37,4,5,1,1,estoy orgulloso de lo que hacemos,0
36,2054,18,6,finanzas,fijo,31,4,2,0,20,me siento reconocido por mis esfuerzos y siento que no hay crecimiento profesional,1
56,3341,34,9,rrhh,fijo,53,2,1,3,19,el trabajo es estresante y agotador,1
32,2085,10,2,ti,fijo,50,4,5,1,12,no confio en la direccion de la empresa,0
33,1423,9,5,produccion,fijo,42,5,5,3,11,mi desarrollo profesional es constante,0
44,3188,21,6,finanzas,temporal,42,4,3,4,2,siento que mi trabajo no tiene impacto,1
57,3028,36,15,ventas,fijo,59,2,2,1,2,mi experiencia es promedio y me siento muy estresado por la carga laboral,0
27,1060,4,1,ti,fijo,30,2,1,1,1,no recibo retroalimentacion suficiente,0
21,571,0,0,logistica,temporal,30,1,3,0,45,me siento sobrecargado y desmotivado,0
36,2620,12,2,ti,fijo,58,1,4,0,13,no hay oportunidades de crecimiento,1
45,1651,17,15,ventas,fijo,35,3,5,0,2,mi experiencia es promedio,1
38,2402,19,0,ventas,fijo,45,2,3,0,27,no confio en la direccion de la empresa,0
31,2131,10,7,finanzas,fijo,46,4,5,3,7,hay buenas oportunidades de aprendizaje,0
50,2986,26,0,produccion,temporal,42,3,3,0,29,"el equipo es bueno, pero la gestion necesita mejorar",0
27,1121,1,0,ti,fijo,47,2,2,0,10,el trabajo es estresante y agotador,0
36,1765,16,5,rrhh,fijo,56,4,1,3,14,hay buenas oportunidades de aprendizaje y me siento muy estresado por la carga laboral,1
47,2384,22,10,ventas,fijo,59,2,2,2,16,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,0
39,2322,21,6,ventas,fijo,60,2,5,3,46,siento que mi trabajo no tiene impacto y me siento muy estresado por la carga laboral,1
20,1479,0,0,ti,fijo,32,3,5,0,9,no hay oportunidades de crecimiento,1
54,2992,27,2,logistica,fijo,44,3,3,0,38,tengo oportunidades limitadas para crecer,1
58,4000,37,37,ventas,temporal,56,4,3,4,29,estoy satisfecho con las condiciones laborales,0
35,1386,11,0,ventas,temporal,56,2,3,0,47,no me siento valorado en la empresa y me siento muy estresado por la carga laboral,0
28,2158,8,7,produccion,fijo,31,4,5,1,15,la empresa valora a sus empleados,0
19,533,0,0,finanzas,fijo,54,2,1,0,17,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,0
29,759,2,0,finanzas,fijo,55,2,4,0,29,hay cosas buenas y malas y me siento muy estresado por la carga laboral ademas considero que el salario es bajo,0
23,1924,3,0,ventas,temporal,57,3,4,0,0,"no es el mejor trabajo, pero tampoco el peor y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional",1
60,1725,34,31,logistica,temporal,35,2,4,0,46,siento que mi esfuerzo no se reconoce,0
57,3656,29,13,rrhh,fijo,54,1,4,1,38,siento que mi trabajo no tiene impacto y me siento muy estresado por la carga laboral,0
46,2221,22,3,logistica,fijo,50,3,2,2,39,no hay oportunidades de crecimiento,1
47,1715,20,3,ventas,fijo,49,3,1,2,44,siento que algunos procesos son confusos,1
19,727,0,0,rrhh,temporal,57,1,4,0,0,disfruto trabajar en esta empresa y siento que no hay crecimiento profesional,1
26,1758,1,0,rrhh,fijo,43,4,1,0,35,estoy orgulloso de lo que hacemos,1
19,1954,0,0,rrhh,fijo,47,3,1,0,34,la empresa tiene potencial de mejora,0
46,2521,22,22,rrhh,fijo,33,2,4,0,24,hay falta de comunicacion en el equipo y siento que no hay crecimiento profesional,0
50,3049,32,15,ti,fijo,37,5,2,4,43,tengo un equilibrio razonable entre trabajo y vida,0
27,2075,3,2,ventas,fijo,31,5,3,2,48,la cultura de la empresa es positiva,1
51,3273,26,21,logistica,fijo,57,3,3,4,18,la empresa tiene potencial de mejora,1
25,1516,7,6,ti,fijo,53,1,2,1,49,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,0
54,2600,33,32,rrhh,fijo,31,3,5,1,32,"no es el mejor trabajo, pero tampoco el peor",1
50,2292,25,8,produccion,fijo,46,5,4,3,5,estoy muy insatisfecho con mi trabajo,0
23,1521,0,0,finanzas,fijo,33,2,5,0,37,siento que mi esfuerzo no se reconoce,1
57,3690,39,37,ventas,fijo,52,2,1,2,24,me siento sobrecargado y desmotivado,0
36,2767,12,7,ventas,fijo,45,4,3,4,29,no tengo motivacion para seguir en este trabajo,0
49,3243,29,12,ti,fijo,31,4,5,4,26,no tengo motivacion para seguir en este trabajo,0
44,2837,25,20,rrhh,fijo,56,2,1,1,46,me esfuerzo por mejorar en mi puesto,1
18,1193,0,0,rrhh,fijo,48,2,1,0,17,hay cosas buenas y malas,1
60,4000,36,11,logistica,fijo,57,4,2,2,10,estoy satisfecho con mi equipo,1
50,1876,27,22,ti,fijo,35,3,1,4,24,no hay oportunidades de crecimiento,1
57,2631,34,25,logistica,fijo,31,3,5,2,21,tengo oportunidades limitadas para crecer,1
49,1636,25,16,ventas,temporal,38,3,1,2,28,hay tareas repetitivas que no disfruto,0
22,806,4,4,ti,fijo,60,1,4,4,24,estoy satisfecho con las condiciones laborales y me siento muy estresado por la carga laboral,0
34,2334,6,0,finanzas,temporal,35,3,2,0,22,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1
25,1406,2,0,ventas,temporal,35,3,4,0,9,me siento sobrecargado y desmotivado,1
59,3148,37,21,rrhh,fijo,57,4,5,2,30,hay un buen ambiente de colaboracion y me siento muy estresado por la carga laboral,0
51,1250,25,24,logistica,fijo,37,2,1,0,38,hay falta de comunicacion en el equipo,1
26,778,3,2,logistica,temporal,30,1,5,1,45,mi jefe no apoya mi desarrollo profesional,0
40,2445,16,7,produccion,fijo,45,5,1,2,23,estoy motivado y satisfecho con mis proyectos,1
52,2279,27,26,logistica,fijo,39,3,1,2,24,"a veces me siento motivado, a veces no",0
24,785,0,0,logistica,temporal,48,1,1,0,47,"estoy aprendiendo cosas nuevas, pero hay desafios ademas considero que el salario es bajo",1
32,1272,11,1,produccion,fijo,47,4,2,0,5,estoy satisfecho con mi equipo,1
37,2406,13,1,ventas,fijo,59,3,5,1,44,hay un buen ambiente de colaboracion y me siento muy estresado por la carga laboral,0
42,2639,24,3,ventas,fijo,45,5,2,2,25,la cultura de la empresa es positiva,1
20,1106,0,0,rrhh,fijo,30,4,1,0,22,disfruto trabajar en esta empresa,1
41,1844,14,0,produccion,fijo,56,1,2,0,17,no hay oportunidades de crecimiento y me siento muy estresado por la carga laboral,1
51,3746,32,15,ti,temporal,57,4,2,2,32,la empresa valora a sus empleados,1
39,2298,14,13,ti,temporal,44,5,3,4,10,estoy contento con mi trabajo,1
28,1809,1,0,ti,temporal,45,3,2,0,3,el trabajo es aceptable y siento que no hay crecimiento profesional,1
25,915,1,0,ti,fijo,40,2,5,0,41,el ambiente de oficina es tenso ademas considero que el salario es bajo,1
56,3639,31,27,logistica,fijo,35,5,4,3,29,disfruto trabajar en esta empresa,1
60,3741,41,36,produccion,fijo,43,5,5,3,27,estoy contento con mi trabajo,0
52,3106,33,15,produccion,fijo,45,3,5,0,2,"estoy aprendiendo cosas nuevas, pero hay desafios",0
55,3546,29,8,rrhh,fijo,33,5,4,4,46,no confio en la direccion de la empresa,1
25,1366,1,0,ventas,fijo,51,2,2,0,19,me siento sobrecargado y desmotivado y siento que no hay crecimiento profesional,1
54,3257,31,1,produccion,temporal,37,3,4,1,27,el ambiente de oficina es tenso,1
44,2755,23,13,produccion,fijo,52,3,4,3,36,cumplo mis funciones sin mayor inconveniente,0
45,2601,23,10,ventas,fijo,60,2,5,2,47,no confio en la direccion de la empresa y me siento muy estresado por la carga laboral,0
57,2254,30,1,finanzas,fijo,57,2,5,0,9,no recibo retroalimentacion suficiente y siento que no hay crecimiento profesional,0
51,2699,30,15,logistica,fijo,48,4,3,0,47,hay un buen ambiente de colaboracion y siento que no hay crecimiento profesional,0
49,2859,22,20,ti,fijo,48,4,1,0,46,me siento estancado profesionalmente y siento que no hay crecimiento profesional,0
32,1853,8,2,logistica,fijo,51,2,2,1,19,los recursos para trabajar son insuficientes,0
34,1609,14,12,produccion,fijo,30,2,4,1,35,el ambiente de oficina es tenso,1
50,3770,30,16,produccion,fijo,32,5,5,3,12,hay buenas oportunidades de aprendizaje,1
33,1284,7,2,logistica,fijo,37,3,5,1,17,el ambiente laboral es muy malo,1
46,1778,23,0,ti,fijo,42,4,2,0,48,mi equipo y mi jefe me apoyan mucho,1
26,1037,7,4,produccion,fijo,48,4,3,4,23,mi equipo y mi jefe me apoyan mucho,0
50,2451,29,18,ventas,fijo,30,5,5,4,29,estoy contento con mi trabajo,0
46,2914,27,15,produccion,fijo,58,1,4,1,15,la carga de trabajo es abrumadora y me siento muy estresado por la carga laboral,0
30,1867,5,0,rrhh,fijo,42,2,2,0,10,siento que mi esfuerzo no se reconoce,1
38,1758,17,12,produccion,fijo,39,3,4,2,38,el trabajo es aceptable,0
38,2900,17,2,ti,temporal,58,1,1,0,27,la carga de trabajo es abrumadora y me siento muy estresado por la carga laboral,1
22,967,0,0,ventas,fijo,59,2,5,0,1,el trabajo es aceptable,1
27,2275,9,2,produccion,temporal,45,4,2,1,50,siento que crezco profesionalmente,1
23,1681,2,1,logistica,temporal,57,1,5,1,14,no confio en la direccion de la empresa,1
30,1344,8,0,finanzas,fijo,38,4,1,0,32,el trabajo es estresante y agotador y siento que no hay crecimiento profesional,1
18,851,0,0,ventas,fijo,31,2,2,0,26,me siento reconocido por mis esfuerzos ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1
37,2216,17,2,ventas,temporal,52,1,4,0,21,no hay oportunidades de crecimiento,0
25,1765,6,4,logistica,fijo,37,5,4,3,29,la empresa valora a sus empleados,1
27,1189,5,3,finanzas,temporal,32,3,1,0,19,"a veces me siento motivado, a veces no",0
26,966,6,4,produccion,fijo,58,2,5,3,23,el ambiente laboral es muy malo,1
58,1923,34,10,rrhh,fijo,59,4,2,4,50,hay buenas oportunidades de aprendizaje y me siento muy estresado por la carga laboral,0
20,1247,0,0,logistica,fijo,52,1,4,0,48,me siento sobrecargado y desmotivado y me siento muy estresado por la carga laboral,0
28,1838,8,3,ti,fijo,55,2,4,1,0,el trabajo es estresante y agotador,0
29,2112,7,3,ventas,fijo,49,2,5,1,37,no confio en la direccion de la empresa,0
27,1717,4,3,logistica,temporal,31,4,1,0,38,me siento parte de un buen equipo,1
42,1980,17,3,rrhh,fijo,33,5,1,3,45,estoy contento con mi trabajo,0
42,2750,21,7,ti,fijo,45,5,1,2,23,disfruto trabajar en esta empresa,1
28,1933,3,3,ti,fijo,37,3,4,3,0,"estoy aprendiendo cosas nuevas, pero hay desafios",0
53,3771,33,33,produccion,temporal,44,2,4,1,14,el trabajo es estresante y agotador,1
56,2810,34,14,logistica,fijo,45,4,4,4,15,estoy orgulloso de lo que hacemos,0
43,2063,25,22,rrhh,fijo,47,4,4,4,4,siento estabilidad en mi trabajo,0
31,2316,11,11,logistica,temporal,51,2,4,4,4,no confio en la direccion de la empresa,0
56,2574,35,26,ventas,fijo,39,4,4,1,21,estoy contento con mi trabajo,0
57,2183,35,13,ventas,fijo,48,3,3,3,50,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0
18,847,0,0,logistica,fijo,43,2,2,0,10,no hay reconocimiento al esfuerzo,1
21,1860,0,0,produccion,fijo,48,4,1,0,32,me siento reconocido por mis esfuerzos,1
47,2266,22,20,ventas,fijo,51,3,2,4,14,siento que crezco profesionalmente y me siento muy estresado por la carga laboral,0
29,2485,10,1,logistica,fijo,43,4,5,0,18,hay buenas oportunidades de aprendizaje y siento que no hay crecimiento profesional,0
52,4000,29,28,ti,fijo,60,2,1,2,39,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral,0
30,2005,12,2,logistica,fijo,32,3,1,1,41,me esfuerzo por mejorar en mi puesto,0
48,2454,25,10,produccion,fijo,43,5,4,2,46,me gusta el ambiente laboral,1
55,1961,26,6,ti,fijo,31,3,4,0,26,trabajo en proyectos que me interesan,0
60,3752,38,15,ti,fijo,58,2,5,2,18,el trabajo es aceptable y me siento muy estresado por la carga laboral,0
40,2763,16,6,logistica,fijo,31,3,2,0,40,"algunas tareas son interesantes, otras no tanto",0
21,1655,0,0,finanzas,fijo,32,3,2,0,7,siento que algunos procesos son confusos,0
33,2646,14,5,finanzas,temporal,31,5,2,4,26,me siento parte de un buen equipo,0
24,901,1,0,logistica,fijo,58,2,5,0,26,no confio en la direccion de la empresa y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
39,2934,19,1,produccion,temporal,35,2,3,1,36,no hay reconocimiento al esfuerzo,0
46,3587,25,7,ti,fijo,33,4,2,1,44,hay un buen ambiente de colaboracion,0
28,1359,7,6,produccion,fijo,30,4,1,1,10,la empresa valora a sus empleados,1
50,2877,29,5,finanzas,fijo,32,4,1,4,10,hay buenas oportunidades de aprendizaje,0
46,3399,21,15,produccion,fijo,45,3,4,4,45,hay cosas buenas y malas,1
56,3341,35,20,rrhh,fijo,44,3,4,3,0,el trabajo cumple con lo esperado,0
29,1075,9,5,produccion,temporal,55,4,2,2,49,el liderazgo de mi equipo es excelente,0
24,802,2,1,rrhh,temporal,58,1,2,0,44,no confio en la direccion de la empresa ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1
56,3454,36,34,produccion,temporal,40,3,4,2,50,"no es el mejor trabajo, pero tampoco el peor",0
59,1983,40,17,rrhh,fijo,59,1,1,1,3,estoy satisfecho con las condiciones laborales,1
43,1626,18,8,rrhh,fijo,48,4,5,2,0,hay un buen ambiente de colaboracion,1
57,3341,36,1,rrhh,fijo,33,4,5,1,47,siento estabilidad en mi trabajo,0
26,2274,6,2,rrhh,temporal,51,3,5,1,35,"el ambiente es regular, podria mejorar",1
58,3702,36,16,ventas,fijo,30,5,2,2,6,me gusta el ambiente laboral,1
51,2826,27,7,ventas,temporal,31,4,5,3,41,mi desarrollo profesional es constante,0
30,823,5,3,logistica,fijo,60,2,3,3,33,estoy muy insatisfecho con mi trabajo,1
53,4000,33,5,produccion,temporal,39,3,2,2,37,siento que algunos procesos son confusos,0
42,1928,19,10,finanzas,fijo,32,4,3,3,8,estoy satisfecho con las condiciones laborales,0
41,1882,20,4,ti,temporal,50,5,2,2,6,trabajo en proyectos que me interesan,0
34,2515,9,7,ventas,fijo,56,1,2,1,38,el liderazgo es deficiente,1
19,1828,0,0,rrhh,fijo,57,2,5,0,18,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,0
30,958,2,1,ventas,fijo,52,1,2,1,38,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral,1
48,2544,27,22,rrhh,fijo,46,2,3,1,15,no hay oportunidades de crecimiento,1
46,1965,19,0,finanzas,fijo,41,4,1,0,17,no confio en la direccion de la empresa y siento que no hay crecimiento profesional,1
45,3000,26,7,ventas,fijo,58,3,3,0,6,"algunas tareas son interesantes, otras no tanto y siento que no hay crecimiento profesional",1
44,2475,22,3,ti,temporal,31,4,4,3,24,siento estabilidad en mi trabajo,0
32,1792,11,6,ti,fijo,42,3,2,2,30,cumplo mis funciones sin mayor inconveniente,0
48,2898,22,18,ventas,temporal,33,4,3,2,47,tengo un equilibrio razonable entre trabajo y vida,0
57,3142,33,33,logistica,fijo,44,3,5,2,22,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1
32,2082,12,0,ventas,temporal,55,2,4,0,48,no hay oportunidades de crecimiento,0
50,2805,25,25,ti,fijo,46,5,1,4,22,estoy contento con mi trabajo,0
37,1576,13,4,finanzas,fijo,40,3,3,3,32,"estoy aprendiendo cosas nuevas, pero hay desafios",0
59,3596,40,26,produccion,temporal,30,5,3,2,43,hay buenas oportunidades de aprendizaje,0
29,1066,10,2,ventas,temporal,56,4,3,2,33,siento que crezco profesionalmente,0
54,1783,30,26,ventas,fijo,54,1,4,0,8,no confio en la direccion de la empresa,1
26,1710,8,2,ti,fijo,51,1,5,1,18,los recursos para trabajar son insuficientes y me siento muy estresado por la carga laboral,0
40,2052,15,7,ti,temporal,31,4,4,4,32,estoy orgulloso de lo que hacemos,0
25,1817,1,0,ti,fijo,39,2,5,0,31,siento que mis habilidades no se aprovechan,1
49,3649,31,28,ti,fijo,36,4,5,4,11,mi desarrollo profesional es constante,0
31,2402,9,1,ventas,temporal,55,1,1,0,13,me siento reconocido por mis esfuerzos y siento que no hay crecimiento profesional,1
44,2556,23,0,rrhh,fijo,59,3,2,0,12,la empresa tiene potencial de mejora,1
42,3127,24,6,ti,fijo,51,1,2,1,9,mi jefe no apoya mi desarrollo profesional,1
30,1135,10,3,logistica,fijo,40,2,3,1,32,me siento estancado profesionalmente,1
38,1702,18,2,finanzas,fijo,51,2,2,1,27,me siento sobrecargado y desmotivado,0
48,1925,18,18,finanzas,fijo,53,3,3,4,20,mi equipo y mi jefe me apoyan mucho y me siento muy estresado por la carga laboral,1
54,1931,28,9,logistica,fijo,55,3,4,0,20,tengo oportunidades limitadas para crecer y me siento muy estresado por la carga laboral,1
60,2772,32,26,logistica,fijo,58,1,2,0,28,el ambiente de oficina es tenso,0
22,531,1,0,ventas,fijo,48,2,1,0,40,no hay oportunidades de crecimiento ademas considero que el salario es bajo,1
30,1440,8,1,ti,temporal,39,2,1,1,31,los recursos para trabajar son insuficientes,1
45,1588,19,4,produccion,fijo,31,5,1,3,14,siento estabilidad en mi trabajo,0
60,3242,37,36,logistica,fijo,43,4,4,4,47,estoy motivado y satisfecho con mis proyectos,0
42,1821,19,13,ti,fijo,54,4,3,2,21,cumplo mis funciones sin mayor inconveniente y me siento muy estresado por la carga laboral,1
52,2656,33,15,ventas,temporal,50,4,4,2,24,la carga de trabajo es abrumadora,1
56,2889,37,13,logistica,fijo,58,1,4,0,43,no recibo retroalimentacion suficiente,1
24,656,0,0,produccion,temporal,51,1,4,0,17,el ambiente laboral es muy malo ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1
55,2910,32,29,ventas,temporal,56,4,5,3,35,siento estabilidad en mi trabajo y me siento muy estresado por la carga laboral,0
49,2320,30,26,rrhh,fijo,36,4,4,3,14,mi equipo y mi jefe me apoyan mucho,1
20,1445,0,0,finanzas,fijo,42,2,2,0,15,no tengo motivacion para seguir en este trabajo,1
56,2594,38,11,logistica,fijo,31,3,3,4,12,"a veces me siento motivado, a veces no",0
54,2506,32,26,ventas,temporal,56,4,1,4,50,estoy motivado y satisfecho con mis proyectos y me siento muy estresado por la carga laboral,1
39,2116,21,15,ti,temporal,35,4,5,1,25,hay un buen ambiente de colaboracion,0
25,1015,0,0,ti,fijo,57,2,3,0,43,no confio en la direccion de la empresa y me siento muy estresado por la carga laboral,1
34,1792,10,6,ventas,fijo,30,2,3,0,9,siento que mi esfuerzo no se reconoce,0
44,3206,25,16,finanzas,fijo,54,1,4,1,2,no hay oportunidades de crecimiento y me siento muy estresado por la carga laboral,0
50,2815,32,21,ventas,fijo,57,2,1,1,44,no confio en la direccion de la empresa y me siento muy estresado por la carga laboral,1
34,1390,16,5,ventas,temporal,51,3,3,3,43,tengo oportunidades limitadas para crecer,1
59,2619,36,15,ti,fijo,40,5,2,4,9,siento que mis habilidades no se aprovechan,0
29,1597,1,0,ti,fijo,36,4,1,0,25,siento que crezco profesionalmente,0
44,1323,18,2,ti,fijo,57,3,2,2,46,hay estabilidad pero falta innovacion y me siento muy estresado por la carga laboral,1
25,622,0,0,logistica,temporal,34,2,5,0,16,no me siento valorado en la empresa ademas considero que el salario es bajo,1
